ISBN,title,authors,category,publicationYear,totalCopies,availableCopies,shelfNumber,addedAt,lastUpdated
978-0-08-631138-2,A Passage to India,Henry James,Historical Fiction,2026,227,227,V-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-207-49827-2,Tess of the d'Urbervilles,Robert Penn Warren,Religion,2025,12,12,D-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5315-3366-3,Don Quixote,John Milton,Detective,2025,260,260,P-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-502-91130-1,Ruth Fielding in Alaska,Muriel Spark,Religion,2025,101,101,G-34,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-897634-79-0,The Great Gatsby,José Rizal,Horror,2025,160,160,D-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-68138-248-7,Les Miserables,R.L. Stine,Mystery,2025,54,54,C-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-920775-65-0,The Picture of Dorian Gray,Ayn Rand,Romance,2024,200,200,X-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-685-87311-3,Tess of the d'Urbervilles,Muriel Spark,Fantasy,2024,78,78,M-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-228-17431-5,The Way We Live Now,F. Scott Fitzgerald,Young Adult,2025,238,238,D-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-07-682650-6,Paradise Lost,Mark Twain,Mystery,2025,10,10,F-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4770-1504-9,It,Victor Hugo,Children's Literature,2025,184,184,U-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-17-969488-0,"20,000 Leagues Under the Sea",Margaret Mitchell,Biography,2024,286,286,Y-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-452-77789-7,The Naked and the Dead,Victor Hugo,Drama,2025,51,51,R-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-283-82561-3,A Room with a View,Charlotte Brontë,Business,2024,70,70,H-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-873492-01-7,The Picture of Dorian Gray,Alice Walker,Business,2025,117,117,Q-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6722-6942-1,"20,000 Leagues Under the Sea",Salman Rushdie,Psychology,2025,39,39,I-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-320-48939-3,The Adventures of Sherlock Holmes,Graham Greene,Mystery,2024,32,32,T-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-663-33426-1,Oliver Twist,Kenneth Grahame,Classic,2024,35,35,X-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9509557-0-4,The Thirty-Nine Steps,Boris Pasternak,Graphic Novel,2024,211,211,T-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-908887-03-3,Ulysses,Samuel Beckett,Philosophy,2026,283,283,Z-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9859-4496-1,The Complete Works of Edgar Allen Poe,Zadie Smith,Drama,2026,61,61,S-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-214-97973-6,A Confederacy of Dunces,Anton Pavlovich Chekhov,Mystery,2025,23,23,G-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-57037-284-1,The Diary of a Nobody,Brian Evenson,Children's Literature,2025,278,278,A-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-360-84363-6,Anne of Green Gables,Geoffrey Chaucer,Graphic Novel,2025,156,156,H-24,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-63436-441-6,Dr. Zhivago,Charles E. Derbyshire,Children's Literature,2025,58,58,F-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-248-51523-5,Watchmen,L. Frank Baum,Biography,2024,231,231,S-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-81112-420-8,Madame Bovary,Khaled Hosseini,Western,2024,197,197,H-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-400-00370-2,Moby Dick,Arthur Conan Doyle,Children's Literature,2024,119,119,R-12,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4185-7440-6,The Old Man and the Sea,Dante Alighieri,Memoir,2025,119,119,B-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-415-82816-1,Sybil,Thomas Love Peacock,Mythology,2024,200,200,E-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-458-89745-2,"Rabbit, Run",Jack Kerouac,Drama,2024,108,108,E-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4030-9829-0,"Absalom, Absalom!",Harper Lee,Thriller,2026,276,276,C-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-301-87452-4,The Wind in the Willows,Lewis Carroll,Thriller,2025,161,161,P-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-85165-747-9,The King in Yellow,Vladimir Nabokov,Romance,2024,57,57,V-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-329-99525-3,Frankenstein,Ian McEwan,Horror,2025,120,120,U-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4006-1968-9,For Whom the Bell Tolls,George R. R. Martin,Memoir,2025,297,297,O-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7303-6902-8,Little Women,Friedrich Wilhelm Nietzsche,Western,2025,173,173,U-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-327-03417-9,The Count of Monte Cristo,William Golding,Adventure,2025,295,295,T-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-242-52487-8,The Pillars of the Earth,Frank T. Merrill,Fantasy,2025,75,75,V-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-469-71459-5,The Alchemist,Charlotte Perkins Gilman,Young Adult,2024,49,49,O-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9598468-5-0,Stories of Anton Chekhov,Peter Carey,Adventure,2024,149,149,X-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4607-7031-3,The Picture of Dorian Gray,Arthur Schopenhauer,Biography,2025,24,24,C-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-295-69012-1,Slaughterhouse Five,John Milton,Mythology,2024,98,98,F-77,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7095-4743-3,One Thousand and One Nights,Virginia Woolf,Comedy,2025,146,146,L-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-256-92759-7,Oscar and Lucinda,Bhagavanlal Indrajit,Memoir,2025,34,34,Z-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-918725-23-0,All the King's Men,Italo Calvino,Drama,2025,3,3,O-42,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-945971-56-6,Things Fall Apart,Karl Marx,Memoir,2025,220,220,O-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-232-79282-6,"Rabbit, Run",Lewis Carroll,Young Adult,2024,153,153,T-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-130-66288-7,The Grapes of Wrath,Joseph Conrad,Young Adult,2024,246,246,U-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-89614-546-7,The Pilgrim's Progress,Homer,Graphic Novel,2024,118,118,M-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-161-74510-8,The Wonderful Wizard of Oz,J.K. Rowling,Religion,2024,51,51,Q-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7467-4861-9,Romeo and Juliet,Bernard Shaw,Business,2024,152,152,D-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-312-25673-6,The Color Purple,Lewis Carroll,Classic,2025,139,139,L-99,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-047-73844-6,East of Eden,Wilhelm Grimm,Memoir,2026,12,12,E-83,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-06-945917-9,A Brief History of Time,Agatha Christie,Memoir,2025,234,234,E-33,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-941485-27-9,And Then There Were None,Stephen King,Adventure,2025,5,5,O-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-303-76996-2,A Modest Proposal,Bertrand Russell,Children's Literature,2025,12,12,K-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-280-93214-4,Gone with the Wind,Dan Brown,Children's Literature,2024,130,130,M-63,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-568-35821-8,Neuromancer,Bhagavanlal Indrajit,Memoir,2024,194,194,P-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-347-09617-8,To Kill a Mockingbird,Sir Arthur Conan Doyle,Classic,2025,105,105,B-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6991-4160-1,"Are You There God? It's Me, Margaret",Anthony Burgess,Adventure,2024,39,39,W-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-365-75110-3,The Adventures of Tom Sawyer,Charles Dickens,Thriller,2025,121,121,A-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-498-23615-0,American Pastoral,Jonathan Franzen,Detective,2024,89,89,R-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-00-791349-7,Pride and Prejudice,E.M. Forster,Fantasy,2024,37,37,Y-47,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-280-01655-4,The Hobbit,Malcolm Lowry,Horror,2024,68,68,M-36,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7312-5668-3,The Three Musketeers,Nathanael West,Fantasy,2025,175,175,F-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-63873-704-9,The Black Sheep,Herman Melville,Philosophy,2024,45,45,P-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-78558-879-2,Little Women,Bram Stoker,Business,2024,86,86,F-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-621-18472-3,Revolutionary Road,John Bunyan,Psychology,2025,85,85,Z-36,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-308-24657-4,Peter Pan,James Dickey,Comedy,2025,153,153,C-06,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-403-36315-5,The Catcher in the Rye,Michael Chabon,Comic,2026,97,97,S-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-583-46991-3,Fahrenheit 451,Erich Remarque,Classic,2025,8,8,R-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9580741-3-1,Invisible Man,T. Smollett,Science Fiction,2024,196,196,E-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-322-98053-2,Charlie and the Chocolate Factory,A.A. Milne,Thriller,2024,210,210,V-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-217-51990-5,Little Women,Walt Whitman,Science Fiction,2024,254,254,F-71,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-05-487702-2,A Confederacy of Dunces,Bhagavanlal Indrajit,Detective,2024,267,267,G-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-004-21075-6,The Pickwick Papers,Daniel Defoe,Comedy,2024,212,212,X-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-369-26015-1,The Blue Castle,Neil Gaiman,Mythology,2024,142,142,A-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-041-11686-8,In Cold Blood,Mark Twain,Biography,2024,206,206,R-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-181-13539-2,The Kite Runner,Wilhelm Grimm,Western,2024,173,173,N-24,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9777524-9-2,Walden,Thomas Hardy,Science Fiction,2025,130,130,L-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6880-9766-7,Leaves of Grass,Saul Bellow,Classic,2024,202,202,R-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7260-3403-9,Watchmen,Theodore Alois Buckley,Western,2025,61,61,I-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-15-150483-1,Dora,Haruki Murakami,Business,2024,241,241,Z-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-994636-15-4,The Odyssey,Mary Shelley,Thriller,2024,14,14,G-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-204-78655-9,The Pursuit of Love,Junot Diaz,Horror,2025,171,171,G-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-259-63627-1,Treasure Island,Antoine de Saint-Exupéry,Comic,2025,254,254,F-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9885941-7-3,The Thirty-Nine Steps,Bhagavanlal Indrajit,Poetry,2024,90,90,F-12,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0918-9307-8,The Brothers Karamazov,Muriel Spark,Comedy,2024,20,20,U-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-504-85477-4,Anne of Green Gables,Judy Blume,Romance,2025,282,282,A-12,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-590-54086-5,Leaves of Grass,A.A. Milne,Comic,2025,94,94,H-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-191-57269-9,The Works of Edgar Allan Poe,Harper Lee,Graphic Novel,2024,127,127,P-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-644-75854-3,East of Eden,Benjamin Disraeli,Biography,2026,35,35,N-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9798127-9-8,Beyond Good and Evil,William Shakespeare,Religion,2025,145,145,X-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-6397-3756-0,The Pursuit of Love,Oscar Levy,Comic,2024,61,61,H-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7036-0849-6,Uncle Tom's Cabin,Erich Remarque,Detective,2025,161,161,D-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-495-81615-7,The Pillars of the Earth,L. Frank Baum,Historical Fiction,2024,120,120,E-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-55355-052-5,Tristram Shandy,Albert Camus,Biography,2025,94,94,C-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-213-61129-3,Dora,A.A. Milne,Horror,2024,91,91,S-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4744-5983-9,Housekeeping,Henry David Thoreau,Graphic Novel,2025,69,69,Z-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-579-99676-8,Little Women,Gabriel Garcia Marquez,Mythology,2024,215,215,B-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-002-65746-1,The Sun Also Rises,Italo Calvino,Detective,2024,165,165,A-10,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-358-81151-0,The Idiot,Sir Richard Francis Burton,Drama,2025,167,167,P-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-491-14554-1,Anna Karenina,Andrew Lang,Mythology,2025,94,94,F-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-85458-677-3,The Call of the Wild,Stephen Hawking,Children's Literature,2025,248,248,Y-63,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-06-644129-0,The Enchanted April,Grady Ward,Adventure,2024,214,214,S-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-418-84423-6,Lucky Jim,Louise Maude,Horror,2025,7,7,T-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-12-858068-4,Atlas Shrugged,Louisa May Alcott,Mystery,2025,105,105,R-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-908350-63-6,Les Miserables,Wilkie Collins,Philosophy,2025,251,251,E-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-571-36019-2,Meditations,Jacqueline Crooks,Memoir,2024,128,128,L-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-326-50104-7,The Heart of the Matter,Chinua Achebe,Adventure,2024,281,281,P-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9745-5562-8,American Pastoral,Jonathan Franzen,Children's Literature,2025,94,94,R-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7328305-4-7,Robinson Crusoe,Constance Garnett,Science Fiction,2025,58,58,X-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-698-89241-5,Go Tell It on the Mountain,Mary Shelley,Comedy,2025,140,140,D-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7996-7695-2,Candide,Arthur Conan Doyle,Mystery,2024,30,30,N-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-114-15888-7,1984,George R. R. Martin,Detective,2025,300,300,P-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-534-41191-6,The Republic,Jacqueline Crooks,Mystery,2025,75,75,M-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-504-19075-9,The Picture of Dorian Gray,J.M. Barrie,Classic,2025,274,274,F-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4660-0385-9,All Quiet on the Western Front,Thomas Hardy,Business,2025,19,19,V-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-12-960206-4,Brideshead Revisited,Herman Melville,Mystery,2024,293,293,U-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-343-20905-3,The Golden Notebook,Walt Whitman,Historical Fiction,2025,134,134,W-57,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-547-34951-0,Peter Pan,Arthur Schopenhauer,Romance,2024,280,280,V-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6581-2051-7,The Golden Notebook,Alexander Pope,Business,2025,235,235,T-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-277-49852-3,Republic,Samuel Beckett,Thriller,2024,88,88,H-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-55029-835-2,Stories of Anton Chekhov,Vatsyayana,Poetry,2026,3,3,K-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4258-1536-3,The Tin Drum,Nathaniel Hawthorne,Science Fiction,2025,18,18,A-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-618-06431-1,It,John Bunyan,Science Fiction,2026,58,58,I-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-175-91983-0,The Art of War,José Rizal,Comic,2024,14,14,D-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-294-24444-8,Go Tell It on the Mountain,Gustave Flaubert,Psychology,2025,259,259,A-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-498-90883-5,Tristram Shandy,Dante Alighieri,Western,2025,239,239,F-99,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-612-37232-0,Beyond Good and Evil,D.H. Lawrence,Romance,2024,168,168,J-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9681433-8-4,Brave New World,Harper Lee,Fantasy,2024,145,145,F-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-308-54134-4,Lord Jim,Malcolm Lowry,Comic,2024,139,139,N-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9598075-7-8,The Naked and the Dead,Vance Packard,Romance,2025,118,118,Y-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-85298-090-3,The Prophet,F. Scott Fitzgerald,Biography,2024,121,121,Y-36,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-874293-50-7,Vanity Fair,Honoré de Balzac,Science Fiction,2026,293,293,T-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-372-78929-1,The Alchemist,Saul Bellow,Classic,2026,72,72,N-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-111-22280-2,My Life,David Wyllie,Classic,2025,160,160,S-33,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7407-0105-4,The Day of the Locust,Alan Moore and Dave Gibbons,Drama,2024,249,249,U-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-300-60226-5,The Three Musketeers,John Dos Passos,Business,2024,249,249,H-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-371-19073-6,On the Road,Don DeLillo,Young Adult,2025,86,86,D-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-936843-49-7,Treasure Island,John Dos Passos,Historical Fiction,2024,141,141,A-30,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-325-93151-7,Dora,G.K. Chesterton,Historical Fiction,2025,56,56,M-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-960173-27-0,A Bend in the River,Emily Brontë,Science Fiction,2024,78,78,J-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-68287-938-2,Charlotte's Web,Martin Amis,Biography,2025,206,206,Z-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-608-53855-6,Heart of Darkness,Judy Blume,Fantasy,2024,175,175,I-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-155-62154-8,And Then There Were None,Shivaram Parashuram Bhide,Adventure,2024,111,111,F-33,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6673-7310-2,Midnight's Children,Alexander Pope,Business,2025,33,33,N-47,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-320-87790-9,Under the Volcano,George Grossmith,Science Fiction,2025,253,253,J-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-03-904024-6,The Yellow Wallpaper,Victor Hugo,Philosophy,2025,257,257,T-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-201-29203-6,The Black Sheep,Voltaire,Psychology,2025,196,196,X-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-472-05880-8,The Call of the Wild,Leo Tolstoy,Business,2024,191,191,I-71,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-677-56994-9,Oliver Twist,C.S. Lewis,Business,2025,106,106,X-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-381-54710-3,"I, Claudius",Aldous Huxley,Classic,2024,300,300,N-57,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-238-12525-3,Notes from the Underground,Benjamin Jowett,Romance,2025,29,29,L-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-12-337678-7,Bleak House,Aldous Huxley,Graphic Novel,2024,12,12,I-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-969013-20-1,The Stand,Jack London,Detective,2024,194,194,R-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5482-0216-3,On the Duty of Civil Disobedience,James Ellroy,Fantasy,2024,196,196,Y-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-76947-696-1,On the Duty of Civil Disobedience,Sir Arthur Conan Doyle,Mystery,2024,191,191,S-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62920-668-4,Les Miserables,Vatsyayana,Business,2025,230,230,A-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-87322-384-3,Pride and Prejudice,Ian McEwan,Young Adult,2024,232,232,A-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-301-31702-8,Walden,G.K. Chesterton,Fantasy,2024,48,48,C-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-04-569792-2,The Black Sheep,Dean Koontz,Business,2025,270,270,J-06,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-74997-216-2,The Big Sleep,Thomas Hardy,Philosophy,2025,7,7,B-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5226-8650-7,The Prophet,Benjamin Jowett,Drama,2024,257,257,Z-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7771343-1-0,A Bend in the River,Charlotte Brontë,Memoir,2024,275,275,G-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-76920-630-8,Ruth Fielding in Alaska,James Dickey,Mystery,2024,32,32,A-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7196-0101-9,The Alchemist,J.D. Salinger,Business,2024,87,87,E-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-89731-617-0,The Pickwick Papers,Elizabeth Cleghorn Gaskell,Thriller,2024,73,73,N-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-414-57607-0,Tom Jones,Richard Wagner,Business,2024,80,80,S-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-333-90815-0,Leaves of Grass,Mary Shelley,Philosophy,2025,88,88,N-33,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
